is_offensive,text
0,"buổi ngày"
0,"buổi sớm"
0,"bà"
0,"bà ấy"
0,"bài"
0,"bài bác"
0,"bài bỏ"
0,"bài cái"
0,"bác"
0,"bán"
0,"bán cấp"
0,"bán dạ"
0,"bán thế"
0,"bây bẩy"
0,"bây chừ"
0,"bây giờ"
0,"bây nhiêu"
0,"bèn"
0,"béng"
0,"bên"
0,"bên bị"
0,"bên có"
0,"bên cạnh"
0,"bông"
0,"bước"
0,"bước khỏi"
0,"bước tới"
0,"bước đi"
0,"bạn"
0,"bản"
0,"bản bộ"
0,"bản riêng"
0,"bản thân"
0,"bản ý"
0,"bất chợt"
0,"bất cứ"
0,"bất giác"
0,"bất kì"
0,"bất kể"
0,"bất kỳ"
0,"bất luận"
0,"bất ngờ"
0,"bất nhược"
0,"bất quá"
0,"bất quá chỉ"
0,"bất thình lình"
0,"bất tử"
0,"bất đồ"
0,"bấy"
0,"bấy chầy"
0,"bấy chừ"
0,"bấy giờ"
0,"bấy lâu"
0,"bấy lâu nay"
0,"bấy nay"
0,"bấy nhiêu"
0,"bập bà bập bõm"
0,"bập bõm"
0,"bắt đầu"
0,"bắt đầu từ"
0,"bằng"
0,"bằng cứ"
0,"bằng không"
0,"bằng người"
0,"bằng nhau"
0,"bằng như"
0,"bằng nào"
0,"bằng nấy"
0,"bằng vào"
0,"bằng được"
0,"bằng ấy"
0,"bển"
0,"bệt"
0,"bị"
0,"bị chú"
0,"bị vì"
0,"bỏ"
0,"bỏ bà"
0,"bỏ cha"
0,"bỏ cuộc"
0,"bỏ không"
0,"bỏ lại"
0,"bỏ mình"
0,"bỏ mất"
0,"bỏ mẹ"
0,"bỏ nhỏ"
0,"bỏ quá"
0,"bỏ ra"
0,"bỏ riêng"
0,"bỏ việc"
0,"bỏ xa"
0,"bỗng"
0,"bỗng chốc"
0,"bỗng dưng"
0,"bỗng không"
0,"bỗng nhiên"
0,"bỗng nhưng"
0,"bỗng thấy"
0,"bỗng đâu"
0,"bộ"
0,"bộ thuộc"
0,"bộ điều"
0,"bội phần"
0,"bớ"
0,"bởi"
0,"bởi ai"
0,"bởi chưng"
0,"bởi nhưng"
0,"bởi sao"
0,"bởi thế"
0,"bởi thế cho nên"
0,"bởi tại"
0,"bởi vì"
0,"bởi vậy"
0,"bởi đâu"
0,"bức"
0,"cao"
0,"cao lâu"
0,"cao ráo"
0,"cao răng"
0,"cao sang"
0,"cao số"
0,"cao thấp"
0,"cao thế"
0,"cao xa"
0,"cha"
0,"cha chả"
0,"chao ôi"
0,"chia sẻ"
0,"chiếc"
0,"cho"
0,"cho biết"
0,"cho chắc"
0,"cho hay"
0,"cho nhau"
0,"cho nên"
0,"cho rằng"
0,"cho rồi"
0,"cho thấy"
0,"cho tin"
0,"cho tới"
0,"cho tới khi"
0,"cho về"
0,"cho ăn"
0,"cho đang"
0,"cho được"
0,"cho đến"
0,"cho đến khi"
0,"cho đến nỗi"
0,"choa"
0,"chu cha"
0,"chui cha"
0,"chung"
0,"chung cho"
0,"chung chung"
0,"chung cuộc"
0,"chung cục"
0,"chung nhau"
0,"chung qui"
0,"chung quy"
0,"chung quy lại"
0,"chung ái"
0,"chuyển"
0,"chuyển tự"
0,"chuyển đạt"
0,"chuyện"
0,"chuẩn bị"
0,"chành chạnh"
0,"chí chết"
0,"chính"
0,"chính bản"
0,"chính giữa"
0,"chính là"
0,"chính thị"
0,"chính điểm"
0,"chùn chùn"
0,"chùn chũn"
0,"chú"
0,"chú dẫn"
0,"chú khách"
0,"chú mày"
0,"chú mình"
0,"chúng"
0,"chúng mình"
0,"chúng ta"
0,"chúng tôi"
0,"chúng ông"
0,"chăn chắn"
0,"chăng"
0,"chăng chắc"
0,"chăng nữa"
0,"chơi"
0,"chơi họ"
0,"chưa"
0,"chưa bao giờ"
0,"chưa chắc"
0,"chưa có"
0,"chưa cần"
0,"chưa dùng"
0,"chưa dễ"
0,"chưa kể"
0,"chưa tính"
0,"chưa từng"
0,"chầm chập"
0,"chậc"
0,"chắc"
0,"chắc chắn"
0,"chắc dạ"
0,"chắc hẳn"
0,"chắc lòng"
0,"chắc người"
0,"chắc vào"
0,"chắc ăn"
0,"chẳng lẽ"
0,"chẳng những"
0,"chẳng nữa"
0,"chẳng phải"
0,"chết nỗi"
0,"chết thật"
0,"chết tiệt"
0,"chỉ"
0,"chỉ chính"
0,"chỉ có"
0,"chỉ là"
0,"chỉ tên"
0,"chỉn"
0,"chị"
0,"chị bộ"
0,"chị ấy"
0,"chịu"
0,"chịu chưa"
0,"chịu lời"
0,"chịu tốt"
0,"chịu ăn"
0,"chọn"
0,"chọn bên"
0,"chọn ra"
0,"chốc chốc"
0,"chớ"
0,"chớ chi"
0,"chớ gì"
0,"chớ không"
0,"chớ kể"
0,"chớ như"
0,"chợt"
0,"chợt nghe"
0,"chợt nhìn"
0,"chủn"
0,"chứ"
0,"chứ ai"
0,"chứ còn"
0,"chứ gì"
0,"chứ không"
0,"chứ không phải"
0,"chứ lại"
0,"chứ lị"
0,"chứ như"
0,"chứ sao"
0,"coi bộ"
0,"coi mòi"
0,"con"
0,"con con"
0,"con dạ"
0,"con nhà"
0,"con tính"
0,"cu cậu"
0,"cuối"
0,"cuối cùng"
0,"cuối điểm"
0,"cuốn"
0,"cuộc"
0,"càng"
0,"càng càng"
0,"càng hay"
0,"cá nhân"
0,"các"
0,"các cậu"
0,"cách"
0,"cách bức"
0,"cách không"
0,"cách nhau"
0,"cách đều"
0,"cái"
0,"cái gì"
0,"cái họ"
0,"cái đã"
0,"cái đó"
0,"cái ấy"
0,"câu hỏi"
0,"cây"
0,"cây nước"
0,"còn"
0,"còn như"
0,"còn nữa"
0,"còn thời gian"
0,"còn về"
0,"có"
0,"có ai"
0,"có chuyện"
0,"có chăng"
0,"có chăng là"
0,"có chứ"
0,"có cơ"
0,"có dễ"
0,"có họ"
0,"có khi"
0,"có ngày"
0,"có người"
0,"có nhiều"
0,"có nhà"
0,"có phải"
0,"có số"
0,"có tháng"
0,"có thế"
0,"có thể"
0,"có vẻ"
0,"có ý"
0,"có ăn"
0,"có điều"
0,"có điều kiện"
0,"có đáng"
0,"có đâu"
0,"có được"
0,"cóc khô"
0,"cô"
0,"cô mình"
0,"cô quả"
0,"cô tăng"
0,"cô ấy"
0,"công nhiên"
0,"cùng"
0,"cùng chung"
0,"cùng cực"
0,"cùng nhau"
0,"cùng tuổi"
0,"cùng tột"
0,"cùng với"
0,"cùng ăn"
0,"căn"
0,"căn cái"
0,"căn cắt"
0,"căn tính"
0,"cũng"
0,"cũng như"
0,"cũng nên"
0,"cũng thế"
0,"cũng vậy"
0,"cũng vậy thôi"
0,"cũng được"
0,"cơ"
0,"cơ chỉ"
0,"cơ chừng"
0,"cơ cùng"
0,"cơ dẫn"
0,"cơ hồ"
0,"cơ hội"
0,"cơ mà"
0,"cơn"
0,"cả"
0,"cả nghe"
0,"cả nghĩ"
0,"cả ngày"
0,"cả người"
0,"cả nhà"
0,"cả năm"
0,"cả thảy"
0,"cả thể"
0,"cả tin"
0,"cả ăn"
0,"cả đến"
0,"cảm thấy"
0,"cảm ơn"
0,"cấp"
0,"cấp số"
0,"cấp trực tiếp"
0,"cần"
0,"cần cấp"
0,"cần gì"
0,"cần số"
0,"cật lực"
0,"cật sức"
0,"cậu"
0,"cổ lai"
0,"cụ thể"
0,"cụ thể là"
0,"cụ thể như"
0,"của"
0,"của ngọt"
0,"của tin"
0,"cứ"
0,"cứ như"
0,"cứ việc"
0,"cứ điểm"
0,"cực lực"
0,"do"
0,"do vì"
0,"do vậy"
0,"do đó"
0,"duy"
0,"duy chỉ"
0,"duy có"
0,"dài"
0,"dài lời"
0,"dài ra"
0,"dành"
0,"dành dành"
0,"dào"
0,"dì"
0,"dù"
0,"dù cho"
0,"dù dì"
0,"dù gì"
0,"dù rằng"
0,"dù sao"
0,"dùng"
0,"dùng cho"
0,"dùng hết"
0,"dùng làm"
0,"dùng đến"
0,"dưới"
0,"dưới nước"
0,"dạ"
0,"dạ bán"
0,"dạ con"
0,"dạ dài"
0,"dạ dạ"
0,"dạ khách"
0,"dần dà"
0,"dần dần"
0,"dầu sao"
0,"dẫn"
0,"dẫu"
0,"dẫu mà"
0,"dẫu rằng"
0,"dẫu sao"
0,"dễ"
0,"dễ dùng"
0,"dễ gì"
0,"dễ khiến"
0,"dễ nghe"
0,"dễ ngươi"
0,"dễ như chơi"
0,"dễ sợ"
0,"dễ sử dụng"
0,"dễ thường"
0,"dễ thấy"
0,"dễ ăn"
0,"dễ đâu"
0,"dở chừng"
0,"dữ"
0,"dữ cách"
0,"em"
0,"em em"
0,"giá trị"
0,"giá trị thực tế"
0,"giảm"
0,"giảm chính"
0,"giảm thấp"
0,"giảm thế"
0,"giống"
0,"giống người"
0,"giống nhau"
0,"giống như"
0,"giờ"
0,"giờ lâu"
0,"giờ này"
0,"giờ đi"
0,"giờ đây"
0,"giờ đến"
0,"giữ"
0,"giữ lấy"
0,"giữ ý"
0,"giữa"
0,"giữa lúc"
0,"gây"
0,"gây cho"
0,"gây giống"
0,"gây ra"
0,"gây thêm"
0,"gì"
0,"gì gì"
0,"gì đó"
0,"gần"
0,"gần bên"
0,"gần hết"
0,"gần ngày"
0,"gần như"
0,"gần xa"
0,"gần đây"
0,"gần đến"
0,"gặp"
0,"gặp khó khăn"
0,"gặp phải"
0,"gồm"
0,"hay"
0,"hay biết"
0,"hay hay"
0,"hay không"
0,"hay là"
0,"hay làm"
0,"hay nhỉ"
0,"hay nói"
0,"hay sao"
0,"hay tin"
0,"hay đâu"
0,"hiểu"
0,"hiện nay"
0,"hiện tại"
0,"hoàn toàn"
0,"hoặc"
0,"hoặc là"
0,"hãy"
0,"hãy còn"
0,"hơn"
0,"hơn cả"
0,"hơn hết"
0,"hơn là"
0,"hơn nữa"
0,"hơn trước"
0,"hầu hết"
0,"hết"
0,"hết chuyện"
0,"hết cả"
0,"hết của"
0,"hết nói"
0,"hết ráo"
0,"hết rồi"
0,"hết ý"
0,"họ"
0,"họ gần"
0,"họ xa"
0,"hỏi"
0,"hỏi lại"
0,"hỏi xem"
0,"hỏi xin"
0,"hỗ trợ"
0,"khi"
0,"khi khác"
0,"khi không"
0,"khi nào"
0,"khi nên"
0,"khi trước"
0,"khiến"
0,"khoảng"
0,"khoảng cách"
0,"khoảng không"
0,"khá"
0,"khá tốt"
0,"khác"
0,"khác gì"
0,"khác khác"
0,"khác nhau"
0,"khác nào"
0,"khác thường"
0,"khác xa"
0,"khách"
0,"khó"
0,"khó biết"
0,"khó chơi"
0,"khó khăn"
0,"khó làm"
0,"khó mở"
0,"khó nghe"
0,"khó nghĩ"
0,"khó nói"
0,"khó thấy"
0,"khó tránh"
0,"không"
0,"không ai"
0,"không bao giờ"
0,"không bao lâu"
0,"không biết"
0,"không bán"
0,"không chỉ"
0,"không còn"
0,"không có"
0,"không có gì"
0,"không cùng"
0,"không cần"
0,"không cứ"
0,"không dùng"
0,"không gì"
0,"không hay"
0,"không khỏi"
0,"không kể"
0,"không ngoài"
0,"không nhận"
0,"không những"
0,"không phải"
0,"không phải không"
0,"không thể"
0,"không tính"
0,"không điều kiện"
0,"không được"
0,"không đầy"
0,"không để"
0,"khẳng định"
0,"khỏi"
0,"khỏi nói"
0,"kể"
0,"kể cả"
0,"kể như"
0,"kể tới"
0,"kể từ"
0,"liên quan"
0,"loại"
0,"loại từ"
0,"luôn"
0,"luôn cả"
0,"luôn luôn"
0,"luôn tay"
0,"là"
0,"là cùng"
0,"là là"
0,"là nhiều"
0,"là phải"
0,"là thế nào"
0,"là vì"
0,"là ít"
0,"làm"
0,"làm bằng"
0,"làm cho"
0,"làm dần dần"
0,"làm gì"
0,"làm lòng"
0,"làm lại"
0,"làm lấy"
0,"làm mất"
0,"làm ngay"
0,"làm như"
0,"làm nên"
0,"làm ra"
0,"làm riêng"
0,"làm sao"
0,"làm theo"
0,"làm thế nào"
0,"làm tin"
0,"làm tôi"
0,"làm tăng"
0,"làm tại"
0,"làm tắp lự"
0,"làm vì"
0,"làm đúng"
0,"làm được"
0,"lâu"
0,"lâu các"
0,"lâu lâu"
0,"lâu nay"
0,"lâu ngày"
0,"lên"
0,"lên cao"
0,"lên cơn"
0,"lên mạnh"
0,"lên ngôi"
0,"lên nước"
0,"lên số"
0,"lên xuống"
0,"lên đến"
0,"lòng"
0,"lòng không"
0,"lúc"
0,"lúc khác"
0,"lúc lâu"
0,"lúc nào"
0,"lúc này"
0,"lúc sáng"
0,"lúc trước"
0,"lúc đi"
0,"lúc đó"
0,"lúc đến"
0,"lúc ấy"
0,"lý do"
0,"lượng"
0,"lượng cả"
0,"lượng số"
0,"lượng từ"
0,"lại"
0,"lại bộ"
0,"lại cái"
0,"lại còn"
0,"lại giống"
0,"lại làm"
0,"lại người"
0,"lại nói"
0,"lại nữa"
0,"lại quả"
0,"lại thôi"
0,"lại ăn"
0,"lại đây"
0,"lấy"
0,"lấy có"
0,"lấy cả"
0,"lấy giống"
0,"lấy làm"
0,"lấy lý do"
0,"lấy lại"
0,"lấy ra"
0,"lấy ráo"
0,"lấy sau"
0,"lấy số"
0,"lấy thêm"
0,"lấy thế"
0,"lấy vào"
0,"lấy xuống"
0,"lấy được"
0,"lấy để"
0,"lần"
0,"lần khác"
0,"lần lần"
0,"lần nào"
0,"lần này"
0,"lần sang"
0,"lần sau"
0,"lần theo"
0,"lần trước"
0,"lần tìm"
0,"lớn"
0,"lớn lên"
0,"lớn nhỏ"
0,"lời"
0,"lời chú"
0,"lời nói"
0,"mang"
0,"mang lại"
0,"mang mang"
0,"mang nặng"
0,"mang về"
0,"muốn"
0,"mà"
0,"mà cả"
0,"mà không"
0,"mà lại"
0,"mà thôi"
0,"mà vẫn"
0,"mình"
0,"mạnh"
0,"mất"
0,"mất còn"
0,"mọi"
0,"mọi giờ"
0,"mọi khi"
0,"mọi lúc"
0,"mọi người"
0,"mọi nơi"
0,"mọi sự"
0,"mọi thứ"
0,"mọi việc"
0,"mối"
0,"mỗi"
0,"mỗi lúc"
0,"mỗi lần"
0,"mỗi một"
0,"mỗi ngày"
0,"mỗi người"
0,"một"
0,"một cách"
0,"một cơn"
0,"một khi"
0,"một lúc"
0,"một số"
0,"một vài"
0,"một ít"
0,"mới"
0,"mới hay"
0,"mới rồi"
0,"mới đây"
0,"mở"
0,"mở mang"
0,"mở nước"
0,"mở ra"
0,"mợ"
0,"mức"
0,"nay"
0,"ngay"
0,"ngay bây giờ"
0,"ngay cả"
0,"ngay khi"
0,"ngay khi đến"
0,"ngay lúc"
0,"ngay lúc này"
0,"ngay lập tức"
0,"ngay thật"
0,"ngay tức khắc"
0,"ngay tức thì"
0,"ngay từ"
0,"nghe"
0,"nghe chừng"
0,"nghe hiểu"
0,"nghe không"
0,"nghe lại"
0,"nghe nhìn"
0,"nghe như"
0,"nghe nói"
0,"nghe ra"
0,"nghe rõ"
0,"nghe thấy"
0,"nghe tin"
0,"nghe trực tiếp"
0,"nghe đâu"
0,"nghe đâu như"
0,"nghe được"
0,"nghen"
0,"nghiễm nhiên"
0,"nghĩ"
0,"nghĩ lại"
0,"nghĩ ra"
0,"nghĩ tới"
0,"nghĩ xa"
0,"nghĩ đến"
0,"nghỉm"
0,"ngoài"
0,"ngoài này"
0,"ngoài ra"
0,"ngoài xa"
0,"ngoải"
0,"nguồn"
0,"ngày"
0,"ngày càng"
0,"ngày cấp"
0,"ngày giờ"
0,"ngày ngày"
0,"ngày nào"
0,"ngày này"
0,"ngày nọ"
0,"ngày qua"
0,"ngày rày"
0,"ngày tháng"
0,"ngày xưa"
0,"ngày xửa"
0,"ngày đến"
0,"ngày ấy"
0,"ngôi"
0,"ngôi nhà"
0,"ngôi thứ"
0,"ngõ hầu"
0,"ngăn ngắt"
0,"ngươi"
0,"người"
0,"người hỏi"
0,"người khác"
0,"người khách"
0,"người mình"
0,"người nghe"
0,"người người"
0,"người nhận"
0,"ngọn"
0,"ngọn nguồn"
0,"ngọt"
0,"ngồi"
0,"ngồi bệt"
0,"ngồi không"
0,"ngồi sau"
0,"ngồi trệt"
0,"ngộ nhỡ"
0,"nhanh"
0,"nhanh lên"
0,"nhanh tay"
0,"nhau"
0,"nhiên hậu"
0,"nhiều"
0,"nhiều ít"
0,"nhiệt liệt"
0,"nhung nhăng"
0,"nhà"
0,"nhà chung"
0,"nhà khó"
0,"nhà làm"
0,"nhà ngoài"
0,"nhà ngươi"
0,"nhà tôi"
0,"nhà việc"
0,"nhân dịp"
0,"nhân tiện"
0,"nhé"
0,"nhìn"
0,"nhìn chung"
0,"nhìn lại"
0,"nhìn nhận"
0,"nhìn theo"
0,"nhìn thấy"
0,"nhìn xuống"
0,"nhóm"
0,"nhón nhén"
0,"như"
0,"như ai"
0,"như chơi"
0,"như không"
0,"như là"
0,"như nhau"
0,"như quả"
0,"như sau"
0,"như thường"
0,"như thế"
0,"như thế nào"
0,"như thể"
0,"như trên"
0,"như trước"
0,"như tuồng"
0,"như vậy"
0,"như ý"
0,"nhưng"
0,"nhưng mà"
0,"nhược bằng"
0,"nhất"
0,"nhất loạt"
0,"nhất luật"
0,"nhất là"
0,"nhất mực"
0,"nhất nhất"
0,"nhất quyết"
0,"nhất sinh"
0,"nhất thiết"
0,"nhất thì"
0,"nhất tâm"
0,"nhất tề"
0,"nhất đán"
0,"nhất định"
0,"nhận"
0,"nhận biết"
0,"nhận họ"
0,"nhận làm"
0,"nhận nhau"
0,"nhận ra"
0,"nhận thấy"
0,"nhận việc"
0,"nhận được"
0,"nhằm"
0,"nhằm khi"
0,"nhằm lúc"
0,"nhằm vào"
0,"nhằm để"
0,"nhỉ"
0,"nhỏ"
0,"nhỏ người"
0,"nhớ"
0,"nhớ bập bõm"
0,"nhớ lại"
0,"nhớ lấy"
0,"nhớ ra"
0,"nhờ"
0,"nhờ chuyển"
0,"nhờ có"
0,"nhờ nhờ"
0,"nhờ đó"
0,"nhỡ ra"
0,"những"
0,"những ai"
0,"những khi"
0,"những là"
0,"những lúc"
0,"những muốn"
0,"những như"
0,"nào"
0,"nào cũng"
0,"nào hay"
0,"nào là"
0,"nào phải"
0,"nào đâu"
0,"nào đó"
0,"này"
0,"này nọ"
0,"nên"
0,"nên chi"
0,"nên chăng"
0,"nên làm"
0,"nên người"
0,"nên tránh"
0,"nó"
0,"nóc"
0,"nói"
0,"nói bông"
0,"nói chung"
0,"nói khó"
0,"nói là"
0,"nói lên"
0,"nói lại"
0,"nói nhỏ"
0,"nói phải"
0,"nói qua"
0,"nói ra"
0,"nói riêng"
0,"nói rõ"
0,"nói thêm"
0,"nói thật"
0,"nói toẹt"
0,"nói trước"
0,"nói tốt"
0,"nói với"
0,"nói xa"
0,"nói ý"
0,"nói đến"
0,"nói đủ"
0,"năm"
0,"năm tháng"
0,"nơi"
0,"nơi nơi"
